"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M","B11012_016E","B11012_016M","B11012_017E","B11012_017M",
"1500000US490039602001","Block Group 1, Census Tract 9602, Box Elder County, Utah","581","103","419","97","106","48","313","90","60","75","7","9","53","74","60","35","54","35","0","12","6","6","0","12","42","29","33","28","3","5","5","6","1","2",
"1500000US490039602002","Block Group 2, Census Tract 9602, Box Elder County, Utah","244","68","153","49","104","44","49","39","0","12","0","12","0","12","18","24","18","24","0","12","0","12","0","12","73","60","0","12","33","49","27","26","13","18",
"1500000US490039602003","Block Group 3, Census Tract 9602, Box Elder County, Utah","589","79","389","62","253","60","136","39","19","19","15","18","4","6","139","62","75","51","38","23","26","21","0","12","42","30","29","22","0","12","13","17","0","12",
"1500000US490039602004","Block Group 4, Census Tract 9602, Box Elder County, Utah","463","79","313","73","150","70","163","34","13","17","0","12","13","17","71","30","66","30","0","12","4","6","1","2","66","30","32","19","10","15","24","21","0","12",
"1500000US490039602005","Block Group 5, Census Tract 9602, Box Elder County, Utah","206","56","163","54","109","44","54","42","0","12","0","12","0","12","37","26","18","18","7","11","12","13","0","12","6","7","3","4","3","6","0","12","0","12",
"1500000US490039602006","Block Group 6, Census Tract 9602, Box Elder County, Utah","351","99","127","77","76","73","51","25","43","54","39","54","4","6","140","64","124","65","3","4","13","12","0","12","41","25","35","25","0","12","0","12","6","10",
"1500000US490039603011","Block Group 1, Census Tract 9603.01, Box Elder County, Utah","433","89","274","79","155","56","119","49","34","34","0","12","34","34","45","38","8","8","0","12","25","31","12","19","80","74","71","72","0","12","9","13","0","12",
"1500000US490039603012","Block Group 2, Census Tract 9603.01, Box Elder County, Utah","205","72","185","67","54","50","131","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","30","20","30","0","12","0","12","0","12",
"1500000US490039603013","Block Group 3, Census Tract 9603.01, Box Elder County, Utah","448","157","95","64","37","37","58","48","0","12","0","12","0","12","128","74","87","61","41","57","0","12","0","12","225","147","111","74","95","124","19","31","0","12",
"1500000US490039603014","Block Group 4, Census Tract 9603.01, Box Elder County, Utah","280","76","218","83","101","71","117","65","0","12","0","12","0","12","62","53","32","36","30","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US490039603021","Block Group 1, Census Tract 9603.02, Box Elder County, Utah","599","171","373","134","252","122","121","88","9","23","0","12","9","23","63","60","63","60","0","12","0","12","0","12","154","155","154","155","0","12","0","12","0","12",
"1500000US490039603022","Block Group 2, Census Tract 9603.02, Box Elder County, Utah","259","108","154","78","137","75","17","28","0","12","0","12","0","12","65","75","65","75","0","12","0","12","0","12","40","51","23","39","0","12","17","33","0","12",
"1500000US490039603023","Block Group 3, Census Tract 9603.02, Box Elder County, Utah","481","126","247","106","149","84","98","80","54","72","54","72","0","12","116","106","54","76","42","62","20","32","0","12","64","75","17","27","47","70","0","12","0","12",
"1500000US490039603024","Block Group 4, Census Tract 9603.02, Box Elder County, Utah","442","113","294","125","146","87","148","108","18","30","0","12","18","30","0","12","0","12","0","12","0","12","0","12","130","101","88","88","18","28","0","12","24","33",
"1500000US490039604001","Block Group 1, Census Tract 9604, Box Elder County, Utah","636","103","436","75","221","62","215","61","0","12","0","12","0","12","35","33","14","14","21","31","0","12","0","12","165","94","88","63","68","68","9","14","0","12",
"1500000US490039604002","Block Group 2, Census Tract 9604, Box Elder County, Utah","553","79","406","70","196","57","210","42","8","8","5","6","3","4","76","36","34","19","8","10","34","30","0","12","63","29","40","20","8","11","15","18","0","12",
"1500000US490039604003","Block Group 3, Census Tract 9604, Box Elder County, Utah","383","72","267","63","128","50","139","42","13","15","13","15","0","12","67","36","35","21","1","3","31","27","0","12","36","22","20","16","6","10","10","11","0","12",
"1500000US490039605001","Block Group 1, Census Tract 9605, Box Elder County, Utah","506","86","366","77","232","64","134","47","48","42","22","31","26","27","43","43","23","35","8","14","0","12","12","18","49","47","47","47","2","5","0","12","0","12",
"1500000US490039605002","Block Group 2, Census Tract 9605, Box Elder County, Utah","312","69","252","70","127","65","125","57","0","12","0","12","0","12","30","29","0","12","12","19","18","21","0","12","30","21","19","17","0","12","11","13","0","12",
"1500000US490039605003","Block Group 3, Census Tract 9605, Box Elder County, Utah","685","191","280","73","114","61","166","70","0","12","0","12","0","12","247","175","243","177","4","7","0","12","0","12","158","82","125","79","7","12","26","25","0","12",
"1500000US490039605004","Block Group 4, Census Tract 9605, Box Elder County, Utah","291","74","118","62","71","53","47","31","21","25","11","19","10","17","60","30","28","19","15","17","17","18","0","12","92","51","76","50","9","14","7","13","0","12",
"1500000US490039606011","Block Group 1, Census Tract 9606.01, Box Elder County, Utah","348","88","208","70","85","45","123","54","30","33","15","25","15","23","69","60","21","25","10","17","38","52","0","12","41","31","24","20","12","21","5","8","0","12",
"1500000US490039606012","Block Group 2, Census Tract 9606.01, Box Elder County, Utah","403","118","177","66","117","66","60","32","0","12","0","12","0","12","140","85","80","63","49","62","11","15","0","12","86","76","64","65","0","12","0","12","22","38",
"1500000US490039606013","Block Group 3, Census Tract 9606.01, Box Elder County, Utah","283","77","187","76","55","61","132","50","23","24","12","19","11","16","48","27","48","27","0","12","0","12","0","12","25","26","25","26","0","12","0","12","0","12",
"1500000US490039606014","Block Group 4, Census Tract 9606.01, Box Elder County, Utah","255","72","109","47","43","31","66","39","24","28","13","20","11","19","56","42","7","11","29","31","20","30","0","12","66","44","66","44","0","12","0","12","0","12",
"1500000US490039606021","Block Group 1, Census Tract 9606.02, Box Elder County, Utah","286","61","207","64","40","22","167","61","3","5","0","12","3","5","51","30","36","20","15","23","0","12","0","12","25","20","12","13","8","12","5","7","0","12",
"1500000US490039606022","Block Group 2, Census Tract 9606.02, Box Elder County, Utah","313","53","256","50","101","44","155","35","0","12","0","12","0","12","29","25","29","25","0","12","0","12","0","12","28","28","15","18","0","12","13","21","0","12",
"1500000US490039606023","Block Group 3, Census Tract 9606.02, Box Elder County, Utah","299","72","229","67","81","33","148","68","5","9","5","9","0","12","24","16","20","15","0","12","4","7","0","12","41","28","15","13","8","11","18","23","0","12",
"1500000US490039607011","Block Group 1, Census Tract 9607.01, Box Elder County, Utah","357","99","219","70","112","59","107","50","29","40","24","37","5","10","84","65","74","63","0","12","10","18","0","12","25","22","25","22","0","12","0","12","0","12",
"1500000US490039607012","Block Group 2, Census Tract 9607.01, Box Elder County, Utah","828","125","553","127","338","114","215","78","21","22","0","12","21","22","153","75","97","59","30","39","26","33","0","12","101","56","53","39","10","15","38","40","0","12",
"1500000US490039607013","Block Group 3, Census Tract 9607.01, Box Elder County, Utah","582","110","295","73","118","55","177","57","51","49","18","21","33","41","184","86","85","60","66","56","33","33","0","12","52","48","42","43","0","12","10","17","0","12",
"1500000US490039607021","Block Group 1, Census Tract 9607.02, Box Elder County, Utah","604","84","353","88","188","67","165","54","39","28","21","24","18","16","150","61","96","50","44","39","5","8","5","7","62","32","47","29","0","12","10","11","5","9",
"1500000US490039607022","Block Group 2, Census Tract 9607.02, Box Elder County, Utah","363","87","250","85","115","64","135","64","10","12","10","12","0","12","62","48","39","33","23","35","0","12","0","12","41","38","32","35","0","12","9","14","0","12",
"1500000US490039608011","Block Group 1, Census Tract 9608.01, Box Elder County, Utah","291","47","201","37","93","33","108","24","13","10","2","3","11","10","42","26","29","24","5","7","8","6","0","12","35","20","30","20","0","12","5","5","0","12",
"1500000US490039608012","Block Group 2, Census Tract 9608.01, Box Elder County, Utah","530","90","339","65","94","31","245","61","15","10","4","5","11","9","95","36","67","27","11","19","11","7","6","6","81","71","72","70","0","12","9","11","0","12",
"1500000US490039608013","Block Group 3, Census Tract 9608.01, Box Elder County, Utah","598","69","392","67","218","55","174","49","17","23","0","12","17","23","108","48","77","48","8","11","23","18","0","12","81","42","68","40","7","12","3","5","3","4",
"1500000US490039608021","Block Group 1, Census Tract 9608.02, Box Elder County, Utah","590","109","511","106","272","81","239","73","0","12","0","12","0","12","61","66","43","61","0","12","7","12","11","17","18","20","10","16","8","12","0","12","0","12",
"1500000US490039608022","Block Group 2, Census Tract 9608.02, Box Elder County, Utah","407","103","264","89","208","94","56","37","0","12","0","12","0","12","60","40","20","23","0","12","40","33","0","12","83","77","37","60","37","52","9","14","0","12",
"1500000US490039608023","Block Group 3, Census Tract 9608.02, Box Elder County, Utah","499","94","456","90","211","53","245","83","0","12","0","12","0","12","13","16","0","12","13","16","0","12","0","12","30","29","30","29","0","12","0","12","0","12",
"1500000US490050001011","Block Group 1, Census Tract 1.01, Cache County, Utah","545","76","430","72","202","39","228","69","12","12","0","12","12","12","53","25","21","19","10","11","22","15","0","12","50","37","14","24","6","8","30","26","0","12",
"1500000US490050001012","Block Group 2, Census Tract 1.01, Cache County, Utah","579","105","426","97","199","67","227","72","17","13","7","10","10","9","65","57","16","12","46","55","0","12","3","5","71","31","41","19","11","17","19","20","0","12",
"1500000US490050001013","Block Group 3, Census Tract 1.01, Cache County, Utah","440","61","298","61","115","42","183","53","16","25","16","25","0","12","52","33","22","19","30","27","0","12","0","12","74","41","59","35","0","12","15","23","0","12",
"1500000US490050001021","Block Group 1, Census Tract 1.02, Cache County, Utah","258","49","188","32","82","23","106","27","3","5","3","5","0","12","53","34","35","31","8","9","10","10","0","12","14","14","4","5","0","12","10","11","0","12",
"1500000US490050001022","Block Group 2, Census Tract 1.02, Cache County, Utah","267","49","161","30","78","21","83","26","2","3","0","12","2","3","33","15","26","14","2","3","5","5","0","12","71","45","54","43","3","4","7","6","7","11",
"1500000US490050002011","Block Group 1, Census Tract 2.01, Cache County, Utah","507","76","432","78","233","56","199","59","8","13","0","12","8","13","41","22","15","16","0","12","26","19","0","12","26","23","9","14","0","12","0","12","17","19",
"1500000US490050002012","Block Group 2, Census Tract 2.01, Cache County, Utah","545","121","426","119","271","128","155","70","18","28","18","28","0","12","61","38","26","23","35","33","0","12","0","12","40","44","32","42","8","12","0","12","0","12",
"1500000US490050002021","Block Group 1, Census Tract 2.02, Cache County, Utah","294","66","184","65","81","42","103","64","15","23","0","12","15","23","71","44","48","39","9","14","14","21","0","12","24","27","13","21","0","12","11","19","0","12",
"1500000US490050002022","Block Group 2, Census Tract 2.02, Cache County, Utah","1096","169","929","152","615","149","314","100","0","12","0","12","0","12","144","102","101","94","0","12","43","43","0","12","23","26","13","20","10","16","0","12","0","12",
"1500000US490050002023","Block Group 3, Census Tract 2.02, Cache County, Utah","486","76","403","79","203","65","200","66","15","24","0","12","15","24","31","31","20","24","11","19","0","12","0","12","37","33","12","19","25","28","0","12","0","12",
"1500000US490050002024","Block Group 4, Census Tract 2.02, Cache County, Utah","484","103","426","100","212","79","214","88","0","12","0","12","0","12","44","38","34","33","10","18","0","12","0","12","14","22","14","22","0","12","0","12","0","12",
"1500000US490050003011","Block Group 1, Census Tract 3.01, Cache County, Utah","354","56","243","54","129","51","114","20","10","9","0","12","10","9","76","39","51","46","19","22","6","6","0","12","25","19","12","11","2","3","4","4","7","15",
"1500000US490050003012","Block Group 2, Census Tract 3.01, Cache County, Utah","293","37","213","39","98","35","115","28","5","6","3","4","2","4","39","22","11","7","9","6","16","19","3","4","36","23","36","23","0","12","0","12","0","12",
"1500000US490050003021","Block Group 1, Census Tract 3.02, Cache County, Utah","819","151","521","150","339","112","182","80","20","25","0","12","20","25","262","94","132","68","130","77","0","12","0","12","16","21","16","21","0","12","0","12","0","12",
"1500000US490050003022","Block Group 2, Census Tract 3.02, Cache County, Utah","144","84","109","78","109","78","0","12","0","12","0","12","0","12","12","21","12","21","0","12","0","12","0","12","23","28","23","28","0","12","0","12","0","12",
"1500000US490050003023","Block Group 3, Census Tract 3.02, Cache County, Utah","650","170","548","184","253","162","295","124","0","12","0","12","0","12","87","85","67","81","0","12","20","27","0","12","15","25","15","25","0","12","0","12","0","12",
"1500000US490050004011","Block Group 1, Census Tract 4.01, Cache County, Utah","355","106","224","81","149","73","75","40","7","11","0","12","7","11","58","31","21","21","8","12","29","23","0","12","66","76","0","12","44","70","0","12","22","33",
"1500000US490050004012","Block Group 2, Census Tract 4.01, Cache County, Utah","752","146","250","86","106","55","144","83","33","30","9","14","24","26","385","143","225","87","47","50","4","8","109","93","84","63","76","62","0","12","8","12","0","12",
"1500000US490050004013","Block Group 3, Census Tract 4.01, Cache County, Utah","657","111","190","89","109","73","81","55","61","63","29","47","32","29","236","94","39","35","64","53","28","27","105","69","170","71","97","51","21","33","0","12","52","40",
"1500000US490050004021","Block Group 1, Census Tract 4.02, Cache County, Utah","831","149","795","151","362","78","433","150","0","12","0","12","0","12","23","19","13","16","0","12","10","12","0","12","13","19","13","19","0","12","0","12","0","12",
"1500000US490050004022","Block Group 2, Census Tract 4.02, Cache County, Utah","490","89","357","78","144","59","213","69","0","12","0","12","0","12","103","52","48","37","14","20","34","27","7","11","30","23","30","23","0","12","0","12","0","12",
"1500000US490050004031","Block Group 1, Census Tract 4.03, Cache County, Utah","574","86","407","66","206","58","201","64","22","27","17","26","5","9","90","48","58","30","24","38","8","13","0","12","55","56","0","12","39","58","16","20","0","12",
"1500000US490050004032","Block Group 2, Census Tract 4.03, Cache County, Utah","397","85","266","85","125","42","141","76","24","28","13","22","11","18","71","41","58","35","0","12","13","22","0","12","36","44","0","12","0","12","36","44","0","12",
"1500000US490050004033","Block Group 3, Census Tract 4.03, Cache County, Utah","461","130","262","61","138","49","124","48","9","15","9","15","0","12","121","120","103","118","11","17","7","12","0","12","69","61","23","23","0","12","39","56","7","11",
"1500000US490050004034","Block Group 4, Census Tract 4.03, Cache County, Utah","395","83","357","83","171","62","186","77","0","12","0","12","0","12","29","23","8","12","10","17","0","12","11","18","9","13","0","12","0","12","0","12","9","13",
"1500000US490050005011","Block Group 1, Census Tract 5.01, Cache County, Utah","423","98","293","90","180","89","113","48","57","67","45","65","12","15","35","41","0","12","24","38","0","12","11","17","38","37","0","12","12","20","26","43","0","12",
"1500000US490050005012","Block Group 2, Census Tract 5.01, Cache County, Utah","442","103","194","72","60","45","134","62","17","32","0","12","17","32","192","83","115","75","33","27","0","12","44","34","39","39","39","39","0","12","0","12","0","12",
"1500000US490050005013","Block Group 3, Census Tract 5.01, Cache County, Utah","642","197","251","93","131","79","120","59","48","34","18","29","30","24","248","183","81","69","15","24","152","174","0","12","95","67","30","37","32","50","10","16","23","38",
"1500000US490050005014","Block Group 4, Census Tract 5.01, Cache County, Utah","435","105","232","96","131","71","101","73","17","20","9","15","8","13","104","62","88","58","0","12","16","22","0","12","82","60","30","35","8","13","33","45","11","19",
"1500000US490050005021","Block Group 1, Census Tract 5.02, Cache County, Utah","1635","220","774","197","470","175","304","113","16","18","0","17","16","18","361","121","94","62","72","60","78","70","117","92","484","212","97","78","6","10","43","44","338","187",
"1500000US490050005022","Block Group 2, Census Tract 5.02, Cache County, Utah","667","131","396","117","190","74","206","101","51","48","39","44","12","19","73","43","38","33","31","31","4","8","0","12","147","74","85","63","6","10","56","49","0","12",
"1500000US490050006011","Block Group 1, Census Tract 6.01, Cache County, Utah","81","69","0","12","0","12","0","12","0","12","0","12","0","12","49","58","0","12","0","12","18","28","31","51","32","38","0","12","0","12","0","12","32","38",
"1500000US490050006012","Block Group 2, Census Tract 6.01, Cache County, Utah","231","108","33","41","0","12","33","41","58","88","0","12","58","88","74","84","12","20","12","21","0","12","50","81","66","60","22","27","0","12","0","12","44","53",
"1500000US490050006013","Block Group 3, Census Tract 6.01, Cache County, Utah","351","118","216","104","81","60","135","90","0","12","0","12","0","12","27","33","13","21","0","12","14","24","0","12","108","63","56","55","0","12","0","12","52","50",
"1500000US490050006014","Block Group 4, Census Tract 6.01, Cache County, Utah","470","150","143","81","40","59","103","57","0","12","0","12","0","12","219","152","140","120","0","12","0","12","79","93","108","85","53","76","0","12","0","12","55","61",
"1500000US490050006021","Block Group 1, Census Tract 6.02, Cache County, Utah","205","97","72","50","20","32","52","40","0","12","0","12","0","12","67","62","33","52","0","12","0","12","34","34","66","78","0","12","0","12","0","12","66","78",
"1500000US490050006022","Block Group 2, Census Tract 6.02, Cache County, Utah","680","124","310","102","142","68","168","81","59","64","0","12","59","64","219","110","126","76","82","83","11","18","0","12","92","67","83","65","0","12","0","12","9","16",
"1500000US490050006023","Block Group 3, Census Tract 6.02, Cache County, Utah","306","128","150","117","114","111","36","29","0","12","0","12","0","12","33","28","33","28","0","12","0","12","0","12","123","98","0","12","0","12","27","44","96","92",
"1500000US490050007011","Block Group 1, Census Tract 7.01, Cache County, Utah","628","79","460","87","184","62","276","74","23","28","23","28","0","12","108","61","84","62","0","12","15","18","9","14","37","28","26","22","0","12","0","12","11","18",
"1500000US490050007012","Block Group 2, Census Tract 7.01, Cache County, Utah","437","77","267","68","102","50","165","56","0","12","0","12","0","12","73","39","66","38","7","12","0","12","0","12","97","46","33","27","18","19","27","28","19","22",
"1500000US490050007013","Block Group 3, Census Tract 7.01, Cache County, Utah","383","259","332","274","27","26","305","271","0","12","0","12","0","12","19","19","7","12","0","12","8","12","4","8","32","36","23","34","0","12","9","14","0","12",
"1500000US490050007021","Block Group 1, Census Tract 7.02, Cache County, Utah","130","57","60","32","19","15","41","33","0","12","0","12","0","12","42","46","0","12","0","12","0","12","42","46","28","34","0","12","0","12","0","12","28","34",
"1500000US490050007022","Block Group 2, Census Tract 7.02, Cache County, Utah","471","102","457","100","179","73","278","70","0","12","0","12","0","12","8","9","0","12","8","9","0","12","0","12","6","7","2","4","4","6","0","12","0","12",
"1500000US490050008001","Block Group 1, Census Tract 8, Cache County, Utah","464","136","214","129","0","12","214","129","0","12","0","12","0","12","95","67","33","41","0","12","0","12","62","56","155","77","11","18","0","12","0","12","144","76",
"1500000US490050008002","Block Group 2, Census Tract 8, Cache County, Utah","409","127","126","104","10","20","116","101","51","51","0","12","51","51","129","115","66","57","0","12","0","12","63","98","103","80","31","35","0","12","16","29","56","62",
"1500000US490050008003","Block Group 3, Census Tract 8, Cache County, Utah","477","166","234","139","50","50","184","149","17","26","0","12","17","26","180","97","123","79","0","12","0","12","57","46","46","43","46","43","0","12","0","12","0","12",
"1500000US490050008004","Block Group 4, Census Tract 8, Cache County, Utah","666","149","279","123","96","74","183","109","0","12","0","12","0","12","66","39","45","39","0","12","21","24","0","12","321","129","163","103","21","34","65","62","72","88",
"1500000US490050009001","Block Group 1, Census Tract 9, Cache County, Utah","781","134","324","113","115","72","209","88","53","58","0","12","53","58","275","111","97","63","57","72","69","64","52","57","129","51","68","42","0","12","11","18","50","38",
"1500000US490050009002","Block Group 2, Census Tract 9, Cache County, Utah","249","68","150","66","80","61","70","36","21","31","21","31","0","12","40","32","19","21","13","20","0","12","8","12","38","28","20","22","11","16","0","12","7","12",
"1500000US490050009003","Block Group 3, Census Tract 9, Cache County, Utah","313","87","142","79","80","52","62","47","25","34","0","12","25","34","89","69","8","13","23","37","4","8","54","59","57","43","47","38","0","12","10","18","0","12",
"1500000US490050010011","Block Group 1, Census Tract 10.01, Cache County, Utah","547","130","315","48","126","45","189","46","14","14","8","9","6","10","70","39","14","16","22","19","21","29","13","14","148","131","40","26","0","12","14","16","94","126",
"1500000US490050010012","Block Group 2, Census Tract 10.01, Cache County, Utah","414","84","298","82","169","47","129","78","21","22","0","12","21","22","32","28","15","14","17","25","0","12","0","12","63","29","53","27","7","10","3","7","0","12",
"1500000US490050010021","Block Group 1, Census Tract 10.02, Cache County, Utah","301","88","156","63","45","35","111","58","12","20","0","12","12","20","73","66","73","66","0","12","0","12","0","12","60","36","50","32","10","16","0","12","0","12",
"1500000US490050010022","Block Group 2, Census Tract 10.02, Cache County, Utah","356","98","109","55","77","43","32","31","27","30","20","26","7","11","142","85","30","38","94","78","18","20","0","12","78","67","50","50","0","12","0","12","28","45",
"1500000US490050010023","Block Group 3, Census Tract 10.02, Cache County, Utah","844","148","275","84","131","72","144","57","72","64","16","21","56","60","415","129","161","65","134","79","94","91","26","41","82","51","59","48","0","12","0","12","23","27",
"1500000US490050010024","Block Group 4, Census Tract 10.02, Cache County, Utah","391","105","204","76","114","56","90","61","9","14","0","12","9","14","137","75","40","34","10","16","29","31","58","64","41","45","15","25","26","36","0","12","0","12",
"1500000US490050011011","Block Group 1, Census Tract 11.01, Cache County, Utah","891","113","545","104","308","71","237","82","36","46","6","10","30","45","233","65","115","53","18","15","54","32","46","39","77","67","15","17","0","12","62","65","0","12",
"1500000US490050011012","Block Group 2, Census Tract 11.01, Cache County, Utah","496","111","433","119","186","126","247","89","0","12","0","12","0","12","30","26","8","13","0","12","22","23","0","12","33","27","33","27","0","12","0","12","0","12",
"1500000US490050011013","Block Group 3, Census Tract 11.01, Cache County, Utah","676","115","490","107","183","67","307","96","12","17","0","12","12","17","158","66","58","34","73","60","27","23","0","12","16","24","16","24","0","12","0","12","0","12",
"1500000US490050011021","Block Group 1, Census Tract 11.02, Cache County, Utah","469","78","366","90","174","79","192","56","18","21","0","12","18","21","77","34","49","29","18","18","8","12","2","4","8","12","8","12","0","12","0","12","0","12",
"1500000US490050011022","Block Group 2, Census Tract 11.02, Cache County, Utah","630","93","379","73","144","42","235","69","49","32","10","14","39","28","135","54","69","33","48","42","9","7","9","15","67","33","48","30","3","5","13","15","3","4",
"1500000US490050011023","Block Group 3, Census Tract 11.02, Cache County, Utah","445","79","359","66","161","64","198","53","13","20","0","12","13","20","57","45","20","22","3","4","34","39","0","12","16","23","16","23","0","12","0","12","0","12",
"1500000US490050012011","Block Group 1, Census Tract 12.01, Cache County, Utah","676","111","528","100","252","68","276","88","3","6","0","12","3","6","108","55","38","29","54","44","16","13","0","12","37","45","0","12","10","16","27","42","0","12",
"1500000US490050012012","Block Group 2, Census Tract 12.01, Cache County, Utah","512","70","419","60","198","48","221","59","14","16","14","16","0","12","38","35","8","13","21","30","9","14","0","12","41","44","15","17","0","12","0","12","26","42",
"1500000US490050012013","Block Group 3, Census Tract 12.01, Cache County, Utah","500","134","361","133","78","35","283","130","23","37","0","12","23","37","79","51","56","47","2","5","10","15","11","16","37","27","37","27","0","12","0","12","0","12",
"1500000US490050012021","Block Group 1, Census Tract 12.02, Cache County, Utah","503","89","436","88","278","76","158","68","0","12","0","12","0","12","49","42","9","15","32","35","8","14","0","12","18","17","14","15","4","6","0","12","0","12",
"1500000US490050012022","Block Group 2, Census Tract 12.02, Cache County, Utah","395","80","289","70","191","61","98","52","24","36","24","36","0","12","50","37","46","36","0","12","4","7","0","12","32","47","32","47","0","12","0","12","0","12",
"1500000US490050012023","Block Group 3, Census Tract 12.02, Cache County, Utah","780","112","629","115","438","99","191","61","0","12","0","12","0","12","137","92","39","30","21","28","77","94","0","12","14","16","7","11","7","12","0","12","0","12",
