"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M","B11012_016E","B11012_016M","B11012_017E","B11012_017M",
"1500000US490351033002","Block Group 2, Census Tract 1033, Salt Lake County, Utah","635","124","95","60","32","40","63","52","108","98","0","12","108","98","230","91","151","88","0","12","60","55","19","29","202","106","94","71","0","12","0","12","108","82",
"1500000US490351033003","Block Group 3, Census Tract 1033, Salt Lake County, Utah","700","234","467","220","136","51","331","225","0","12","0","12","0","12","124","75","124","75","0","12","0","12","0","12","109","52","39","37","0","12","31","39","39","46",
"1500000US490351034001","Block Group 1, Census Tract 1034, Salt Lake County, Utah","537","107","181","83","43","34","138","83","55","36","6","10","49","36","154","81","59","64","0","12","9","15","86","50","147","66","76","52","11","19","12","17","48","43",
"1500000US490351034002","Block Group 2, Census Tract 1034, Salt Lake County, Utah","767","187","282","66","75","38","207","59","88","59","0","12","88","59","232","161","137","147","62","63","14","16","19","22","165","81","91","48","32","48","9","15","33","54",
"1500000US490351034003","Block Group 3, Census Tract 1034, Salt Lake County, Utah","575","86","230","81","91","58","139","61","37","27","5","8","32","26","163","59","96","48","0","12","23","21","44","32","145","65","85","54","0","12","28","27","32","32",
"1500000US490351035001","Block Group 1, Census Tract 1035, Salt Lake County, Utah","373","77","214","70","74","36","140","67","19","23","0","12","19","23","75","36","39","31","13","15","9","14","14","15","65","42","35","29","7","11","0","12","23","26",
"1500000US490351035002","Block Group 2, Census Tract 1035, Salt Lake County, Utah","576","108","207","67","108","49","99","50","57","37","24","25","33","27","171","79","99","60","11","19","29","38","32","28","141","84","44","56","28","30","49","56","20","22",
"1500000US490351035003","Block Group 3, Census Tract 1035, Salt Lake County, Utah","738","153","269","83","93","44","176","77","28","27","0","12","28","27","149","58","95","50","10","16","0","12","44","37","292","161","216","143","28","32","48","60","0","12",
"1500000US490351036001","Block Group 1, Census Tract 1036, Salt Lake County, Utah","489","104","294","94","67","31","227","96","8","12","0","12","8","12","163","90","100","76","38","40","11","19","14","15","24","26","0","12","0","12","16","24","8","11",
"1500000US490351036002","Block Group 2, Census Tract 1036, Salt Lake County, Utah","568","114","347","110","211","101","136","59","31","38","0","12","31","38","113","48","67","38","0","12","32","32","14","14","77","53","64","48","0","12","6","10","7","12",
"1500000US490351037001","Block Group 1, Census Tract 1037, Salt Lake County, Utah","549","196","385","191","260","186","125","55","13","16","0","12","13","16","82","52","55","41","25","35","2","4","0","12","69","44","66","44","0","12","3","5","0","12",
"1500000US490351037002","Block Group 2, Census Tract 1037, Salt Lake County, Utah","494","76","255","70","137","58","118","48","24","26","12","19","12","16","122","57","70","51","52","37","0","12","0","12","93","46","61","33","19","25","10","16","3","9",
"1500000US490351038001","Block Group 1, Census Tract 1038, Salt Lake County, Utah","471","82","294","86","153","54","141","80","35","33","7","14","28","28","101","51","59","36","13","20","20","27","9","13","41","33","41","33","0","12","0","12","0","12",
"1500000US490351038002","Block Group 2, Census Tract 1038, Salt Lake County, Utah","538","98","161","59","55","34","106","47","41","41","0","12","41","41","165","68","109","51","6","11","7","11","43","44","171","75","131","75","12","17","0","12","28","33",
"1500000US490351039001","Block Group 1, Census Tract 1039, Salt Lake County, Utah","522","86","243","68","113","49","130","56","19","24","0","12","19","24","171","57","106","48","8","12","38","36","19","22","89","45","56","40","0","12","11","17","22","34",
"1500000US490351039002","Block Group 2, Census Tract 1039, Salt Lake County, Utah","545","139","285","100","168","86","117","63","30","27","9","13","21","23","111","81","26","33","50","56","35","44","0","12","119","103","73","97","11","16","0","12","35","30",
"1500000US490351039003","Block Group 3, Census Tract 1039, Salt Lake County, Utah","494","99","293","89","112","42","181","85","20","21","0","12","20","21","161","75","83","58","8","12","54","41","16","17","20","18","14","15","0","12","6","11","0","12",
"1500000US490351040001","Block Group 1, Census Tract 1040, Salt Lake County, Utah","477","74","283","80","142","74","141","45","38","34","10","15","28","29","136","63","105","49","31","38","0","12","0","12","20","21","13","16","0","12","0","12","7","13",
"1500000US490351040002","Block Group 2, Census Tract 1040, Salt Lake County, Utah","391","149","287","144","173","137","114","44","0","12","0","12","0","12","52","43","36","38","16","23","0","12","0","12","52","30","36","27","0","12","0","12","16","24",
"1500000US490351040003","Block Group 3, Census Tract 1040, Salt Lake County, Utah","282","67","198","78","112","61","86","50","0","12","0","12","0","12","45","36","42","34","3","7","0","12","0","12","39","29","21","22","7","12","11","16","0","12",
"1500000US490351041001","Block Group 1, Census Tract 1041, Salt Lake County, Utah","679","168","323","74","184","64","139","50","19","18","0","12","19","18","284","165","200","153","52","42","0","12","32","51","53","40","41","37","0","12","8","13","4","7",
"1500000US490351041002","Block Group 2, Census Tract 1041, Salt Lake County, Utah","517","96","314","66","136","55","178","51","65","77","18","21","47","74","80","54","50","48","11","17","12","16","7","10","58","39","50","38","0","12","8","12","0","12",
"1500000US490351042001","Block Group 1, Census Tract 1042, Salt Lake County, Utah","766","145","473","103","196","76","277","82","15","25","0","12","15","25","80","75","40","45","40","59","0","12","0","12","198","112","182","113","0","12","16","25","0","12",
"1500000US490351042002","Block Group 2, Census Tract 1042, Salt Lake County, Utah","329","182","265","172","56","45","209","182","40","62","0","12","40","62","0","12","0","12","0","12","0","12","0","12","24","38","24","38","0","12","0","12","0","12",
"1500000US490351042003","Block Group 3, Census Tract 1042, Salt Lake County, Utah","282","74","232","77","32","37","200","71","0","12","0","12","0","12","33","28","17","27","16","26","0","12","0","12","17","28","17","28","0","12","0","12","0","12",
"1500000US490351042004","Block Group 4, Census Tract 1042, Salt Lake County, Utah","431","115","312","100","196","75","116","59","0","12","0","12","0","12","54","49","34","37","0","12","20","33","0","12","65","61","17","27","0","12","0","12","48","54",
"1500000US490351042005","Block Group 5, Census Tract 1042, Salt Lake County, Utah","238","55","238","55","98","54","140","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US490351042006","Block Group 6, Census Tract 1042, Salt Lake County, Utah","619","230","343","209","8","12","335","212","19","31","0","12","19","31","195","120","107","71","0","12","88","89","0","12","62","53","62","53","0","12","0","12","0","12",
"1500000US490351043001","Block Group 1, Census Tract 1043, Salt Lake County, Utah","477","103","197","56","94","45","103","44","10","15","0","12","10","15","113","45","66","38","14","19","24","21","9","13","157","98","115","81","35","46","7","10","0","12",
"1500000US490351043002","Block Group 2, Census Tract 1043, Salt Lake County, Utah","719","179","232","65","107","43","125","63","209","160","17","18","192","160","187","65","127","66","24","27","36","40","0","12","91","55","81","50","0","12","0","12","10","16",
"1500000US490351044001","Block Group 1, Census Tract 1044, Salt Lake County, Utah","483","95","250","76","86","27","164","74","53","63","43","63","10","12","100","34","56","26","14","16","10","11","20","27","80","35","60","33","13","14","0","12","7","10",
"1500000US490351044002","Block Group 2, Census Tract 1044, Salt Lake County, Utah","216","48","163","38","68","30","95","34","0","12","0","12","0","12","46","38","0","12","11","16","31","35","4","7","7","10","7","10","0","12","0","12","0","12",
"1500000US490351047001","Block Group 1, Census Tract 1047, Salt Lake County, Utah","709","150","488","169","257","139","231","122","26","31","0","12","26","31","106","70","45","40","30","35","0","12","31","44","89","67","89","67","0","12","0","12","0","12",
"1500000US490351047002","Block Group 2, Census Tract 1047, Salt Lake County, Utah","748","117","451","104","163","75","288","103","83","81","0","12","83","81","169","95","76","82","14","22","14","22","65","50","45","41","29","32","0","12","16","26","0","12",
"1500000US490351047003","Block Group 3, Census Tract 1047, Salt Lake County, Utah","693","154","183","95","85","66","98","64","32","35","0","12","32","35","435","149","305","135","15","23","86","77","29","34","43","39","29","33","0","12","14","22","0","12",
"1500000US490351048001","Block Group 1, Census Tract 1048, Salt Lake County, Utah","497","220","124","87","58","60","66","60","0","12","0","12","0","12","316","239","169","228","44","69","58","53","45","67","57","70","57","70","0","12","0","12","0","12",
"1500000US490351048002","Block Group 2, Census Tract 1048, Salt Lake County, Utah","631","129","331","106","184","90","147","86","84","85","0","12","84","85","149","81","33","35","52","60","34","41","30","35","67","74","17","27","50","71","0","12","0","12",
"1500000US490351048003","Block Group 3, Census Tract 1048, Salt Lake County, Utah","394","103","137","75","27","32","110","73","20","32","20","32","0","12","137","76","110","69","27","32","0","12","0","12","100","91","37","57","0","12","21","34","42","66",
"1500000US490351048004","Block Group 4, Census Tract 1048, Salt Lake County, Utah","511","118","227","84","69","55","158","67","0","12","0","12","0","12","111","69","64","51","0","12","23","35","24","32","173","98","104","68","14","22","40","63","15","25",
"1500000US490351049001","Block Group 1, Census Tract 1049, Salt Lake County, Utah","522","270","279","271","28","20","251","270","13","21","0","12","13","21","102","51","60","35","13","17","10","15","19","30","128","64","77","43","0","12","4","7","47","47",
"1500000US490351049002","Block Group 2, Census Tract 1049, Salt Lake County, Utah","499","78","145","49","61","47","84","34","16","25","0","12","16","25","136","59","62","43","19","30","20","20","35","31","202","75","116","66","27","42","33","25","26","35",
"1500000US490351049003","Block Group 3, Census Tract 1049, Salt Lake County, Utah","336","65","158","53","66","40","92","46","13","19","13","19","0","12","77","59","39","51","17","20","7","11","14","18","88","48","69","46","0","12","8","12","11","16",
"1500000US490351101031","Block Group 1, Census Tract 1101.03, Salt Lake County, Utah","631","103","409","89","144","61","265","75","36","35","0","12","36","35","92","58","50","45","11","16","22","23","9","14","94","54","67","48","10","15","14","22","3","6",
"1500000US490351101032","Block Group 2, Census Tract 1101.03, Salt Lake County, Utah","425","95","252","57","91","39","161","51","0","12","0","12","0","12","120","97","63","84","10","16","47","45","0","12","53","34","46","32","0","12","0","12","7","11",
"1500000US490351101033","Block Group 3, Census Tract 1101.03, Salt Lake County, Utah","289","70","193","62","45","28","148","58","18","28","18","28","0","12","38","29","25","23","0","12","13","21","0","12","40","29","27","25","5","8","0","12","8","13",
"1500000US490351101041","Block Group 1, Census Tract 1101.04, Salt Lake County, Utah","637","91","531","97","249","73","282","71","14","16","8","12","6","11","59","34","53","31","0","12","0","12","6","12","33","26","29","25","0","12","4","7","0","12",
"1500000US490351101042","Block Group 2, Census Tract 1101.04, Salt Lake County, Utah","574","149","442","137","261","141","181","63","0","12","0","12","0","12","9","13","8","13","0","12","0","12","1","3","123","93","123","93","0","12","0","12","0","12",
"1500000US490351101043","Block Group 3, Census Tract 1101.04, Salt Lake County, Utah","412","87","253","67","109","49","144","50","5","9","0","12","5","9","121","56","83","48","7","12","31","29","0","12","33","30","12","18","0","12","12","19","9","15",
"1500000US490351101044","Block Group 4, Census Tract 1101.04, Salt Lake County, Utah","339","70","226","62","109","59","117","43","31","21","15","17","16","18","28","22","8","13","6","9","9","14","5","9","54","43","54","43","0","12","0","12","0","12",
"1500000US490351101051","Block Group 1, Census Tract 1101.05, Salt Lake County, Utah","404","108","294","100","100","96","194","53","8","12","0","12","8","12","78","41","56","32","4","8","18","22","0","12","24","21","15","17","0","12","9","13","0","12",
"1500000US490351101052","Block Group 2, Census Tract 1101.05, Salt Lake County, Utah","318","62","212","50","116","41","96","42","0","12","0","12","0","12","50","38","18","21","0","12","32","35","0","12","56","41","22","26","0","12","18","28","16","16",
"1500000US490351101061","Block Group 1, Census Tract 1101.06, Salt Lake County, Utah","347","85","282","79","65","24","217","80","8","8","0","12","8","8","22","18","8","9","9","13","0","12","5","8","35","27","33","27","2","3","0","12","0","12",
"1500000US490351101062","Block Group 2, Census Tract 1101.06, Salt Lake County, Utah","188","42","162","42","75","31","87","33","0","12","0","12","0","12","17","18","10","14","7","10","0","12","0","12","9","14","9","14","0","12","0","12","0","12",
"1500000US490351101063","Block Group 3, Census Tract 1101.06, Salt Lake County, Utah","208","70","170","61","35","36","135","49","0","12","0","12","0","12","20","21","20","21","0","12","0","12","0","12","18","29","0","12","0","12","0","12","18","29",
"1500000US490351102001","Block Group 1, Census Tract 1102, Salt Lake County, Utah","488","146","318","144","102","49","216","149","17","19","0","12","17","19","109","59","69","48","20","31","12","18","8","12","44","43","9","15","0","12","25","37","10","15",
"1500000US490351102002","Block Group 2, Census Tract 1102, Salt Lake County, Utah","302","49","210","51","79","44","131","49","7","12","0","12","7","12","58","32","12","18","15","18","16","17","15","16","27","30","0","12","0","12","12","19","15","23",
"1500000US490351102003","Block Group 3, Census Tract 1102, Salt Lake County, Utah","239","69","172","60","63","34","109","47","0","12","0","12","0","12","36","29","21","24","15","16","0","12","0","12","31","37","23","36","0","12","0","12","8","13",
"1500000US490351102004","Block Group 4, Census Tract 1102, Salt Lake County, Utah","475","68","310","71","132","54","178","59","18","21","10","16","8","13","80","46","56","45","8","13","0","12","16","14","67","38","43","32","9","13","8","13","7","12",
"1500000US490351102005","Block Group 5, Census Tract 1102, Salt Lake County, Utah","288","54","189","54","68","37","121","48","23","18","8","14","15","17","61","39","47","37","0","12","14","16","0","12","15","16","7","11","0","12","8","13","0","12",
"1500000US490351103001","Block Group 1, Census Tract 1103, Salt Lake County, Utah","318","84","243","79","145","91","98","56","10","18","0","12","10","18","43","42","16","26","14","23","13","20","0","12","22","34","22","34","0","12","0","12","0","12",
"1500000US490351103002","Block Group 2, Census Tract 1103, Salt Lake County, Utah","418","129","197","100","63","42","134","92","0","12","0","12","0","12","73","66","60","62","0","12","13","22","0","12","148","97","24","28","124","93","0","12","0","12",
"1500000US490351103003","Block Group 3, Census Tract 1103, Salt Lake County, Utah","416","110","159","75","65","42","94","70","15","25","0","12","15","25","54","48","11","18","15","26","28","34","0","12","188","101","79","86","61","75","0","12","48","74",
"1500000US490351103004","Block Group 4, Census Tract 1103, Salt Lake County, Utah","286","93","161","52","93","43","68","51","44","65","0","12","44","65","22","26","22","26","0","12","0","12","0","12","59","72","59","72","0","12","0","12","0","12",
"1500000US490351103005","Block Group 5, Census Tract 1103, Salt Lake County, Utah","341","93","173","70","111","65","62","45","17","27","17","27","0","12","66","66","47","60","0","12","19","28","0","12","85","73","33","42","15","25","0","12","37","59",
"1500000US490351103006","Block Group 6, Census Tract 1103, Salt Lake County, Utah","432","99","178","86","101","62","77","61","57","73","0","12","57","73","86","51","70","46","0","12","0","12","16","26","111","69","52","50","0","12","16","26","43","52",
"1500000US490351104011","Block Group 1, Census Tract 1104.01, Salt Lake County, Utah","380","84","290","67","146","47","144","48","9","16","0","12","9","16","81","48","54","41","0","12","20","23","7","14","0","12","0","12","0","12","0","12","0","12",
"1500000US490351104012","Block Group 2, Census Tract 1104.01, Salt Lake County, Utah","201","73","41","36","23","36","18","13","32","35","0","12","32","35","109","64","83","57","26","39","0","12","0","12","19","20","19","20","0","12","0","12","0","12",
"1500000US490351104013","Block Group 3, Census Tract 1104.01, Salt Lake County, Utah","665","128","166","80","74","51","92","69","0","12","0","12","0","12","326","137","265","129","9","15","43","40","9","14","173","79","133","72","20","33","5","9","15","25",
"1500000US490351104021","Block Group 1, Census Tract 1104.02, Salt Lake County, Utah","498","88","326","89","185","59","141","78","20","31","0","12","20","31","74","38","63","36","0","12","6","9","5","9","78","54","21","32","7","11","50","46","0","12",
"1500000US490351104022","Block Group 2, Census Tract 1104.02, Salt Lake County, Utah","437","114","269","111","146","113","123","49","17","20","0","12","17","20","126","56","93","48","0","12","26","26","7","11","25","20","13","15","0","12","6","10","6","10",
"1500000US490351104023","Block Group 3, Census Tract 1104.02, Salt Lake County, Utah","311","61","246","66","79","43","167","60","32","31","0","12","32","31","33","26","25","23","8","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US490351105001","Block Group 1, Census Tract 1105, Salt Lake County, Utah","554","107","285","91","165","91","120","59","0","12","0","12","0","12","223","109","77","67","91","74","55","52","0","12","46","42","46","42","0","12","0","12","0","12",
"1500000US490351105002","Block Group 2, Census Tract 1105, Salt Lake County, Utah","727","145","581","151","272","119","309","107","0","12","0","12","0","12","133","74","78","61","0","12","55","43","0","12","13","20","0","12","0","12","13","20","0","12",
"1500000US490351105003","Block Group 3, Census Tract 1105, Salt Lake County, Utah","334","94","194","84","57","65","137","76","36","43","0","12","36","43","87","58","65","52","0","12","22","25","0","12","17","22","0","12","7","12","10","18","0","12",
"1500000US490351105004","Block Group 4, Census Tract 1105, Salt Lake County, Utah","372","81","235","98","95","75","140","58","0","12","0","12","0","12","45","27","37","28","8","14","0","12","0","12","92","94","92","94","0","12","0","12","0","12",
"1500000US490351106001","Block Group 1, Census Tract 1106, Salt Lake County, Utah","357","110","212","64","134","56","78","41","0","12","0","12","0","12","137","95","63","58","64","79","10","17","0","12","8","14","8","14","0","12","0","12","0","12",
"1500000US490351106002","Block Group 2, Census Tract 1106, Salt Lake County, Utah","465","87","272","87","91","62","181","81","50","51","42","50","8","12","69","50","14","16","19","29","12","21","24","31","74","41","33","25","3","5","29","30","9","14",
"1500000US490351106003","Block Group 3, Census Tract 1106, Salt Lake County, Utah","460","107","370","113","122","76","248","102","8","14","8","14","0","12","70","36","22","26","19","15","29","22","0","12","12","19","0","12","0","12","12","19","0","12",
"1500000US490351106004","Block Group 4, Census Tract 1106, Salt Lake County, Utah","285","73","155","69","65","45","90","49","5","8","0","12","5","8","98","62","40","36","47","49","11","13","0","12","27","30","27","30","0","12","0","12","0","12",
"1500000US490351106005","Block Group 5, Census Tract 1106, Salt Lake County, Utah","246","65","180","62","119","50","61","35","0","12","0","12","0","12","30","33","19","28","0","12","11","16","0","12","36","39","0","12","22","33","14","22","0","12",
"1500000US490351107011","Block Group 1, Census Tract 1107.01, Salt Lake County, Utah","517","94","235","73","85","55","150","50","45","40","25","32","20","23","140","58","109","57","5","8","22","21","4","7","97","70","81","66","0","12","6","10","10","15",
"1500000US490351107012","Block Group 2, Census Tract 1107.01, Salt Lake County, Utah","814","109","375","95","210","71","165","59","26","38","0","12","26","38","254","76","89","37","28","30","14","16","123","53","159","72","55","43","0","12","30","37","74","56",
"1500000US490351107021","Block Group 1, Census Tract 1107.02, Salt Lake County, Utah","351","77","286","78","162","80","124","48","9","15","9","15","0","12","47","33","0","12","0","12","36","29","11","17","9","14","9","14","0","12","0","12","0","12",
"1500000US490351107022","Block Group 2, Census Tract 1107.02, Salt Lake County, Utah","390","82","245","60","117","46","128","54","49","73","0","12","49","73","58","37","30","28","0","12","19","19","9","14","38","30","21","25","8","9","9","14","0","12",
"1500000US490351107023","Block Group 3, Census Tract 1107.02, Salt Lake County, Utah","515","135","341","120","137","44","204","117","38","43","26","40","12","18","55","31","37","30","0","12","18","19","0","12","81","61","35","41","0","12","35","46","11","17",
"1500000US490351107024","Block Group 4, Census Tract 1107.02, Salt Lake County, Utah","482","92","257","79","97","54","160","65","17","29","17","29","0","12","187","89","84","58","99","70","0","12","4","6","21","23","21","23","0","12","0","12","0","12",
"1500000US490351108001","Block Group 1, Census Tract 1108, Salt Lake County, Utah","401","101","119","82","52","53","67","65","0","12","0","12","0","12","151","70","118","57","0","12","33","39","0","12","131","92","58","43","51","78","22","33","0","12",
"1500000US490351108002","Block Group 2, Census Tract 1108, Salt Lake County, Utah","836","478","277","70","164","65","113","62","18","28","0","12","18","28","184","97","114","79","42","66","14","23","14","23","357","464","357","464","0","12","0","12","0","12",
"1500000US490351108003","Block Group 3, Census Tract 1108, Salt Lake County, Utah","469","122","304","115","109","64","195","100","6","14","0","12","6","14","94","58","49","49","0","12","45","29","0","12","65","67","14","23","38","59","13","23","0","12",
"1500000US490351108004","Block Group 4, Census Tract 1108, Salt Lake County, Utah","792","222","457","208","108","97","349","194","41","66","0","12","41","66","233","130","145","125","38","41","30","38","20","30","61","49","61","49","0","12","0","12","0","12",
"1500000US490351109001","Block Group 1, Census Tract 1109, Salt Lake County, Utah","326","57","208","60","46","35","162","54","23","24","0","12","23","24","80","49","56","44","13","15","8","14","3","6","15","18","15","18","0","12","0","12","0","12",
"1500000US490351109002","Block Group 2, Census Tract 1109, Salt Lake County, Utah","563","125","406","119","95","47","311","110","10","15","10","15","0","12","113","55","41","27","46","42","26","28","0","12","34","31","9","15","6","9","0","12","19","25",
"1500000US490351109003","Block Group 3, Census Tract 1109, Salt Lake County, Utah","387","224","317","223","45","32","272","222","0","12","0","12","0","12","54","31","12","14","7","11","30","28","5","8","16","17","16","17","0","12","0","12","0","12",
"1500000US490351109004","Block Group 4, Census Tract 1109, Salt Lake County, Utah","254","58","166","54","64","36","102","48","5","8","0","12","5","8","50","27","25","20","7","11","18","21","0","12","33","26","10","17","12","18","11","18","0","12",
"1500000US490351110011","Block Group 1, Census Tract 1110.01, Salt Lake County, Utah","373","71","266","70","119","52","147","60","20","29","0","12","20","29","50","36","44","36","0","12","6","9","0","12","37","29","18","19","10","16","9","14","0","12",
"1500000US490351110012","Block Group 2, Census Tract 1110.01, Salt Lake County, Utah","614","101","416","97","150","56","266","77","0","12","0","12","0","12","130","66","91","61","9","15","30","29","0","12","68","44","11","18","12","19","13","19","32","33",
"1500000US490351110013","Block Group 3, Census Tract 1110.01, Salt Lake County, Utah","431","112","237","69","77","45","160","58","0","12","0","12","0","12","110","99","27","24","0","12","10","17","73","95","84","61","46","52","13","20","12","20","13","20",
"1500000US490351110021","Block Group 1, Census Tract 1110.02, Salt Lake County, Utah","755","144","390","116","73","63","317","113","15","24","0","12","15","24","207","121","122","96","16","26","60","59","9","17","143","75","98","57","30","36","15","25","0","12",
"1500000US490351110022","Block Group 2, Census Tract 1110.02, Salt Lake County, Utah","959","178","430","147","172","108","258","138","82","74","41","64","41","38","264","121","264","121","0","12","0","12","0","12","183","122","154","118","11","19","18","29","0","12",
"1500000US490351110023","Block Group 3, Census Tract 1110.02, Salt Lake County, Utah","513","112","412","109","148","83","264","92","15","24","0","12","15","24","86","58","60","46","8","15","18","28","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US490351111041","Block Group 1, Census Tract 1111.04, Salt Lake County, Utah","466","142","255","116","43","56","212","104","0","12","0","12","0","12","132","101","132","101","0","12","0","12","0","12","79","73","79","73","0","12","0","12","0","12",
"1500000US490351111042","Block Group 2, Census Tract 1111.04, Salt Lake County, Utah","556","105","313","93","92","91","221","76","51","39","11","18","40","37","127","89","20","31","80","80","0","12","27","32","65","43","50","42","0","12","15","23","0","12",
"1500000US490351111051","Block Group 1, Census Tract 1111.05, Salt Lake County, Utah","564","179","168","103","3","13","165","105","11","19","11","19","0","12","302","150","246","168","0","12","56","46","0","12","83","85","66","79","0","12","17","28","0","12",
"1500000US490351111052","Block Group 2, Census Tract 1111.05, Salt Lake County, Utah","405","155","245","140","61","46","184","124","0","12","0","12","0","12","54","48","33","40","12","22","9","15","0","12","106","98","61","77","0","12","45","66","0","12",
"1500000US490351111053","Block Group 3, Census Tract 1111.05, Salt Lake County, Utah","597","195","141","57","68","37","73","48","22","34","0","12","22","34","272","194","83","52","0","12","141","188","48","37","162","99","54","53","0","12","108","85","0","12",
"1500000US490351111061","Block Group 1, Census Tract 1111.06, Salt Lake County, Utah","805","147","179","77","76","48","103","58","28","32","0","12","28","32","353","129","119","69","126","95","50","54","58","74","245","125","141","73","0","12","90","101","14","22",
"1500000US490351111062","Block Group 2, Census Tract 1111.06, Salt Lake County, Utah","496","204","325","211","195","207","130","59","0","12","0","12","0","12","156","90","120","88","15","24","21","19","0","12","15","25","15","25","0","12","0","12","0","12",
"1500000US490351111071","Block Group 1, Census Tract 1111.07, Salt Lake County, Utah","418","132","126","105","0","12","126","105","29","36","13","21","16","28","213","107","147","87","0","12","46","60","20","33","50","43","50","43","0","12","0","12","0","12",
"1500000US490351111072","Block Group 2, Census Tract 1111.07, Salt Lake County, Utah","824","182","400","118","137","59","263","109","129","139","0","12","129","139","144","91","103","84","10","25","16","26","15","24","151","99","54","50","0","12","58","91","39","64",
"1500000US490351111081","Block Group 1, Census Tract 1111.08, Salt Lake County, Utah","752","177","483","127","93","58","390","128","35","39","14","24","21","32","188","149","188","149","0","12","0","12","0","12","46","45","37","44","9","23","0","12","0","12",
"1500000US490351111082","Block Group 2, Census Tract 1111.08, Salt Lake County, Utah","391","90","202","85","34","39","168","88","21","33","0","12","21","33","139","83","139","83","0","12","0","12","0","12","29","32","0","12","14","22","15","24","0","12",
"1500000US490351111091","Block Group 1, Census Tract 1111.09, Salt Lake County, Utah","653","130","231","97","60","53","171","75","30","38","19","33","11","17","347","124","221","116","37","39","89","65","0","12","45","52","45","52","0","12","0","12","0","12",
"1500000US490351111092","Block Group 2, Census Tract 1111.09, Salt Lake County, Utah","739","171","272","96","63","61","209","88","0","12","0","12","0","12","338","153","317","150","0","12","21","34","0","12","129","113","129","113","0","12","0","12","0","12",
"1500000US490351112011","Block Group 1, Census Tract 1112.01, Salt Lake County, Utah","476","123","348","121","133","57","215","118","9","13","0","12","9","13","35","29","24","24","0","12","11","17","0","12","84","48","55","38","0","12","0","12","29","35",
"1500000US490351112012","Block Group 2, Census Tract 1112.01, Salt Lake County, Utah","670","151","276","73","72","38","204","78","42","34","0","12","42","34","163","71","106","56","20","21","11","17","26","42","189","138","179","137","0","12","0","12","10","17",
"1500000US490351112021","Block Group 1, Census Tract 1112.02, Salt Lake County, Utah","213","72","175","75","35","27","140","72","0","12","0","12","0","12","20","21","7","11","0","12","0","12","13","17","18","19","8","12","0","12","10","15","0","12",
"1500000US490351112022","Block Group 2, Census Tract 1112.02, Salt Lake County, Utah","464","84","291","75","103","55","188","63","0","12","0","12","0","12","156","67","97","57","25","29","24","17","10","16","17","19","17","19","0","12","0","12","0","12",
"1500000US490351112023","Block Group 3, Census Tract 1112.02, Salt Lake County, Utah","405","83","156","67","38","29","118","61","25","30","0","12","25","30","130","57","124","58","0","12","0","12","6","9","94","54","67","42","0","12","0","12","27","37",
"1500000US490351112024","Block Group 4, Census Tract 1112.02, Salt Lake County, Utah","504","132","128","58","70","44","58","44","143","89","50","53","93","72","127","95","27","25","26","31","66","97","8","12","106","70","106","70","0","12","0","12","0","12",
"1500000US490351113021","Block Group 1, Census Tract 1113.02, Salt Lake County, Utah","615","129","376","139","140","109","236","116","20","30","0","12","20","30","149","91","79","67","22","36","48","66","0","12","70","58","52","51","0","12","0","12","18","28",
"1500000US490351113022","Block Group 2, Census Tract 1113.02, Salt Lake County, Utah","660","130","420","128","69","63","351","118","0","12","0","12","0","12","96","96","77","94","0","12","11","17","8","15","144","75","78","48","0","12","29","34","37","46",
"1500000US490351113023","Block Group 3, Census Tract 1113.02, Salt Lake County, Utah","459","109","385","120","217","101","168","83","0","12","0","12","0","12","66","42","55","38","0","12","11","18","0","12","8","15","8","15","0","12","0","12","0","12",
"1500000US490351113024","Block Group 4, Census Tract 1113.02, Salt Lake County, Utah","381","123","296","115","185","108","111","69","10","16","0","12","10","16","30","47","30","47","0","12","0","12","0","12","45","36","19","21","0","12","0","12","26","28",
"1500000US490351113041","Block Group 1, Census Tract 1113.04, Salt Lake County, Utah","488","110","282","88","78","46","204","83","8","13","0","12","8","13","108","81","42","44","45","71","12","19","9","13","90","45","71","39","12","20","7","13","0","12",
"1500000US490351113042","Block Group 2, Census Tract 1113.04, Salt Lake County, Utah","737","104","430","101","142","59","288","72","27","25","0","12","27","25","139","63","47","31","20","31","65","48","7","11","141","75","99","58","9","14","24","38","9","14",
"1500000US490351113051","Block Group 1, Census Tract 1113.05, Salt Lake County, Utah","759","122","548","121","309","104","239","70","10","16","0","12","10","16","166","57","61","39","37","26","68","39","0","12","35","28","20","22","0","12","8","14","7","11",
"1500000US490351113052","Block Group 2, Census Tract 1113.05, Salt Lake County, Utah","714","93","437","98","219","74","218","61","29","19","14","17","15","17","146","60","77","58","0","12","69","47","0","12","102","59","57","51","0","12","27","25","18","21",
