"GEO_ID","NAME","B11012_001E","B11012_001M","B11012_002E","B11012_002M","B11012_003E","B11012_003M","B11012_004E","B11012_004M","B11012_005E","B11012_005M","B11012_006E","B11012_006M","B11012_007E","B11012_007M","B11012_008E","B11012_008M","B11012_009E","B11012_009M","B11012_010E","B11012_010M","B11012_011E","B11012_011M","B11012_012E","B11012_012M","B11012_013E","B11012_013M","B11012_014E","B11012_014M","B11012_015E","B11012_015M","B11012_016E","B11012_016M","B11012_017E","B11012_017M",
"1500000US490039603011","Block Group 1, Census Tract 9603.01, Box Elder County, Utah","375","74","267","79","123","51","144","58","35","35","0","12","35","35","43","36","7","6","3","6","22","32","11","16","30","25","29","25","0","12","1","3","0","12",
"1500000US490039603012","Block Group 2, Census Tract 9603.01, Box Elder County, Utah","222","98","194","97","93","64","101","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","42","28","42","0","12","0","12","0","12",
"1500000US490039603013","Block Group 3, Census Tract 9603.01, Box Elder County, Utah","467","150","154","73","46","34","108","70","0","12","0","12","0","12","69","53","69","53","0","12","0","12","0","12","244","159","115","87","103","128","26","37","0","12",
"1500000US490039603014","Block Group 4, Census Tract 9603.01, Box Elder County, Utah","377","131","262","100","115","63","147","89","0","12","0","12","0","12","48","45","26","34","22","32","0","12","0","12","67","80","67","80","0","12","0","12","0","12",
"1500000US490039603021","Block Group 1, Census Tract 9603.02, Box Elder County, Utah","674","181","420","150","313","147","107","80","0","12","0","12","0","12","116","85","116","85","0","12","0","12","0","12","138","147","138","147","0","12","0","12","0","12",
"1500000US490039603022","Block Group 2, Census Tract 9603.02, Box Elder County, Utah","343","126","135","74","100","63","35","40","0","12","0","12","0","12","131","103","64","77","0","12","67","77","0","12","77","59","17","29","0","12","60","56","0","12",
"1500000US490039603023","Block Group 3, Census Tract 9603.02, Box Elder County, Utah","404","132","212","92","135","78","77","45","0","12","0","12","0","12","156","128","107","100","27","45","22","35","0","12","36","47","15","27","0","12","21","36","0","12",
"1500000US490039603024","Block Group 4, Census Tract 9603.02, Box Elder County, Utah","503","134","318","134","176","90","142","111","18","32","0","12","18","32","48","59","0","12","48","59","0","12","0","12","119","89","59","68","37","40","0","12","23","32",
"1500000US490039604001","Block Group 1, Census Tract 9604, Box Elder County, Utah","543","101","407","76","211","62","196","62","0","12","0","12","0","12","37","40","12","12","25","39","0","12","0","12","99","77","56","65","34","35","9","13","0","12",
"1500000US490039604002","Block Group 2, Census Tract 9604, Box Elder County, Utah","605","70","459","68","196","58","263","45","6","6","5","5","1","3","73","33","31","14","11","12","31","27","0","12","67","26","38","17","8","11","21","17","0","12",
"1500000US490039604003","Block Group 3, Census Tract 9604, Box Elder County, Utah","413","71","278","70","126","46","152","54","20","18","20","18","0","12","83","38","41","24","4","5","30","24","8","13","32","20","20","15","7","11","5","8","0","12",
"1500000US490039605001","Block Group 1, Census Tract 9605, Box Elder County, Utah","468","113","320","100","197","82","123","58","26","29","15","22","11","20","65","50","21","33","9","15","28","34","7","11","57","43","50","41","7","11","0","12","0","12",
"1500000US490039605002","Block Group 2, Census Tract 9605, Box Elder County, Utah","320","103","242","80","98","47","144","72","0","12","0","12","0","12","55","72","0","12","7","11","48","70","0","12","23","21","16","17","0","12","7","12","0","12",
"1500000US490039605003","Block Group 3, Census Tract 9605, Box Elder County, Utah","606","185","210","87","107","72","103","55","0","12","0","12","0","12","189","154","182","153","3","6","0","12","4","8","207","91","181","90","10","16","16","19","0","12",
"1500000US490039605004","Block Group 4, Census Tract 9605, Box Elder County, Utah","335","98","121","75","76","68","45","30","26","32","18","30","8","13","101","61","58","46","11","14","7","11","25","37","87","49","63","47","10","15","14","16","0","12",
"1500000US490039606011","Block Group 1, Census Tract 9606.01, Box Elder County, Utah","346","84","211","71","93","53","118","44","31","32","17","26","14","21","17","21","9","15","8","14","0","12","0","12","87","61","74","61","13","20","0","12","0","12",
"1500000US490039606012","Block Group 2, Census Tract 9606.01, Box Elder County, Utah","420","118","213","78","144","73","69","39","0","12","0","12","0","12","128","83","69","58","48","60","11","18","0","12","79","75","59","63","0","12","0","12","20","35",
"1500000US490039606013","Block Group 3, Census Tract 9606.01, Box Elder County, Utah","320","75","234","76","76","59","158","65","14","20","11","17","3","9","40","36","40","36","0","12","0","12","0","12","32","38","32","38","0","12","0","12","0","12",
"1500000US490039606014","Block Group 4, Census Tract 9606.01, Box Elder County, Utah","282","60","90","45","27","30","63","39","26","27","12","18","14","20","97","58","38","39","20","26","39","39","0","12","69","44","69","44","0","12","0","12","0","12",
"1500000US490039606021","Block Group 1, Census Tract 9606.02, Box Elder County, Utah","299","63","203","64","45","28","158","63","3","5","0","12","3","5","62","30","39","20","1","7","16","24","6","9","31","24","11","13","13","19","7","9","0","12",
"1500000US490039606022","Block Group 2, Census Tract 9606.02, Box Elder County, Utah","327","55","249","50","94","41","155","38","6","10","0","12","6","10","43","34","39","34","0","12","4","6","0","12","29","27","15","17","0","12","14","21","0","12",
"1500000US490039606023","Block Group 3, Census Tract 9606.02, Box Elder County, Utah","307","65","230","61","100","41","130","53","4","7","4","7","0","12","38","26","29","24","0","12","9","11","0","12","35","20","19","14","6","8","10","12","0","12",
"1500000US490039607011","Block Group 1, Census Tract 9607.01, Box Elder County, Utah","291","62","195","53","87","43","108","42","8","16","0","12","8","16","63","53","53","51","0","12","10","16","0","12","25","22","25","22","0","12","0","12","0","12",
"1500000US490039607012","Block Group 2, Census Tract 9607.01, Box Elder County, Utah","843","141","493","121","283","90","210","78","45","42","18","31","27","29","191","67","110","61","19","30","52","47","10","15","114","58","53","35","11","17","50","44","0","12",
"1500000US490039607013","Block Group 3, Census Tract 9607.01, Box Elder County, Utah","564","96","280","72","94","47","186","61","51","46","9","14","42","43","169","80","66","51","72","54","31","30","0","12","64","48","25","28","0","12","39","38","0","12",
"1500000US490039607021","Block Group 1, Census Tract 9607.02, Box Elder County, Utah","600","90","321","87","174","67","147","59","26","23","10","16","16","15","195","69","134","60","46","38","0","12","15","17","58","33","47","31","0","12","6","9","5","8",
"1500000US490039607022","Block Group 2, Census Tract 9607.02, Box Elder County, Utah","362","87","225","82","104","56","121","70","11","14","11","14","0","12","82","55","48","37","21","33","13","19","0","12","44","27","36","27","0","12","8","13","0","12",
"1500000US490039608011","Block Group 1, Census Tract 9608.01, Box Elder County, Utah","282","54","205","50","102","43","103","24","11","10","1","4","10","9","38","23","26","22","4","6","8","6","0","12","28","17","24","16","0","12","4","7","0","12",
"1500000US490039608012","Block Group 2, Census Tract 9608.01, Box Elder County, Utah","529","78","329","53","119","39","210","48","16","15","11","14","5","6","90","36","61","28","12","19","14","11","3","4","94","68","82","66","0","12","3","5","9","13",
"1500000US490039608013","Block Group 3, Census Tract 9608.01, Box Elder County, Utah","605","76","397","60","207","50","190","42","17","24","0","12","17","24","110","44","70","41","8","11","32","23","0","12","81","38","67","37","8","12","3","5","3","5",
"1500000US490039608021","Block Group 1, Census Tract 9608.02, Box Elder County, Utah","603","113","460","91","216","84","244","74","19","26","19","26","0","12","84","68","38","60","12","19","24","20","10","15","40","34","31","30","9","16","0","12","0","12",
"1500000US490039608022","Block Group 2, Census Tract 9608.02, Box Elder County, Utah","456","105","328","99","271","105","57","36","0","12","0","12","0","12","55","34","11","17","0","12","44","32","0","12","73","70","21","37","40","59","12","18","0","12",
"1500000US490039608023","Block Group 3, Census Tract 9608.02, Box Elder County, Utah","528","106","491","101","194","59","297","97","0","12","0","12","0","12","6","12","0","12","6","12","0","12","0","12","31","29","31","29","0","12","0","12","0","12",
"1500000US490050001011","Block Group 1, Census Tract 1.01, Cache County, Utah","553","65","422","65","171","38","251","72","11","11","0","12","11","11","49","24","23","16","7","10","19","15","0","12","71","37","29","24","13","11","29","22","0","12",
"1500000US490050001012","Block Group 2, Census Tract 1.01, Cache County, Utah","575","113","429","99","202","61","227","77","17","11","7","7","10","9","63","58","20","13","40","56","3","5","0","12","66","32","34","18","13","17","19","20","0","12",
"1500000US490050001013","Block Group 3, Census Tract 1.01, Cache County, Utah","438","62","325","64","131","47","194","54","13","21","13","21","0","12","60","32","18","16","36","27","6","9","0","12","40","27","40","27","0","12","0","12","0","12",
"1500000US490050001021","Block Group 1, Census Tract 1.02, Cache County, Utah","274","53","197","39","84","21","113","31","4","6","4","6","0","12","56","35","38","32","5","7","13","17","0","12","17","15","6","6","0","12","11","14","0","12",
"1500000US490050001022","Block Group 2, Census Tract 1.02, Cache County, Utah","265","50","153","34","72","21","81","26","2","3","0","12","2","3","35","14","28","14","2","3","5","5","0","12","75","44","53","39","0","12","16","14","6","9",
"1500000US490050002011","Block Group 1, Census Tract 2.01, Cache County, Utah","566","84","504","92","263","66","241","73","9","15","0","12","9","15","27","23","15","17","0","12","12","15","0","12","26","24","15","17","0","12","0","12","11","17",
"1500000US490050002012","Block Group 2, Census Tract 2.01, Cache County, Utah","584","126","427","140","261","125","166","64","29","31","29","31","0","12","90","55","39","38","43","39","8","12","0","12","38","43","32","42","6","9","0","12","0","12",
"1500000US490050002021","Block Group 1, Census Tract 2.02, Cache County, Utah","388","101","245","115","84","47","161","112","0","12","0","12","0","12","86","57","49","39","17","26","20","32","0","12","57","44","38","37","0","12","19","25","0","12",
"1500000US490050002022","Block Group 2, Census Tract 2.02, Cache County, Utah","1138","178","970","167","642","145","328","129","0","12","0","12","0","12","156","126","111","116","0","12","45","55","0","12","12","19","0","12","12","19","0","12","0","12",
"1500000US490050002023","Block Group 3, Census Tract 2.02, Cache County, Utah","571","111","399","100","255","76","144","66","14","21","0","12","14","21","89","61","61","48","20","33","8","16","0","12","69","52","32","35","37","38","0","12","0","12",
"1500000US490050002024","Block Group 4, Census Tract 2.02, Cache County, Utah","581","116","503","117","217","77","286","107","0","12","0","12","0","12","35","34","20","24","15","25","0","12","0","12","43","41","27","31","16","27","0","12","0","12",
"1500000US490050003011","Block Group 1, Census Tract 3.01, Cache County, Utah","332","50","233","46","119","43","114","26","9","9","0","12","9","9","69","37","47","45","17","20","5","5","0","12","21","16","7","9","2","3","6","7","6","11",
"1500000US490050003012","Block Group 2, Census Tract 3.01, Cache County, Utah","302","44","227","38","126","32","101","27","3","3","1","2","2","3","38","21","16","10","6","6","16","19","0","12","34","20","29","19","0","12","5","9","0","12",
"1500000US490050003021","Block Group 1, Census Tract 3.02, Cache County, Utah","809","139","482","127","235","85","247","97","22","25","0","12","22","25","292","140","135","76","157","137","0","12","0","12","13","23","13","23","0","12","0","12","0","12",
"1500000US490050003022","Block Group 2, Census Tract 3.02, Cache County, Utah","190","74","152","75","121","74","31","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","38","35","24","27","0","12","0","12","14","24",
"1500000US490050003023","Block Group 3, Census Tract 3.02, Cache County, Utah","770","172","633","179","379","161","254","123","9","17","0","12","9","17","100","103","79","102","0","12","21","27","0","12","28","33","14","23","0","12","14","23","0","12",
"1500000US490050004011","Block Group 1, Census Tract 4.01, Cache County, Utah","308","86","196","71","108","64","88","41","7","12","0","12","7","12","39","27","7","12","0","12","32","25","0","12","66","74","0","12","43","66","0","12","23","35",
"1500000US490050004012","Block Group 2, Census Tract 4.01, Cache County, Utah","795","135","222","94","87","45","135","76","29","24","9","14","20","21","401","134","220","93","47","42","30","21","104","91","143","82","83","61","8","12","18","20","34","48",
"1500000US490050004013","Block Group 3, Census Tract 4.01, Cache County, Utah","694","118","151","69","72","59","79","44","70","48","27","37","43","34","300","114","65","45","95","73","36","34","104","76","173","66","99","51","20","33","11","17","43","32",
"1500000US490050004021","Block Group 1, Census Tract 4.02, Cache County, Utah","816","173","776","172","373","82","403","165","0","12","0","12","0","12","40","28","25","24","0","12","15","17","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US490050004022","Block Group 2, Census Tract 4.02, Cache County, Utah","480","87","346","83","156","69","190","68","0","12","0","12","0","12","93","51","41","38","14","20","38","30","0","12","41","31","32","27","0","12","9","13","0","12",
"1500000US490050004031","Block Group 1, Census Tract 4.03, Cache County, Utah","556","80","403","71","233","58","170","57","23","30","18","29","5","9","82","41","55","27","20","31","7","10","0","12","48","57","0","12","38","56","10","17","0","12",
"1500000US490050004032","Block Group 2, Census Tract 4.03, Cache County, Utah","391","86","247","78","143","60","104","60","17","19","8","13","9","14","76","33","61","27","0","12","15","17","0","12","51","52","11","17","0","12","40","48","0","12",
"1500000US490050004033","Block Group 3, Census Tract 4.03, Cache County, Utah","464","124","286","60","148","48","138","54","12","19","12","19","0","12","107","118","95","119","12","19","0","12","0","12","59","50","25","23","0","12","25","41","9","14",
"1500000US490050004034","Block Group 4, Census Tract 4.03, Cache County, Utah","453","79","426","75","182","56","244","74","10","15","10","15","0","12","7","11","7","11","0","12","0","12","0","12","10","16","0","12","0","12","0","12","10","16",
"1500000US490050005011","Block Group 1, Census Tract 5.01, Cache County, Utah","385","114","260","103","163","90","97","51","75","78","46","68","29","35","11","19","0","12","0","12","0","12","11","19","39","34","0","12","15","24","24","39","0","12",
"1500000US490050005012","Block Group 2, Census Tract 5.01, Cache County, Utah","474","131","178","72","62","46","116","59","25","41","0","12","25","41","170","93","114","83","29","27","0","12","27","32","101","92","101","92","0","12","0","12","0","12",
"1500000US490050005013","Block Group 3, Census Tract 5.01, Cache County, Utah","661","224","259","118","63","50","196","119","6","10","0","12","6","10","255","194","88","77","11","20","156","177","0","12","141","95","42","35","59","84","16","26","24","40",
"1500000US490050005014","Block Group 4, Census Tract 5.01, Cache County, Utah","452","112","193","102","94","67","99","77","23","28","15","25","8","12","166","92","90","68","50","63","26","32","0","12","70","54","22","24","9","14","26","43","13","21",
"1500000US490050005021","Block Group 1, Census Tract 5.02, Cache County, Utah","1709","251","852","207","462","180","390","135","33","37","0","17","33","37","381","149","90","58","167","135","66","62","58","48","443","207","79","78","4","11","27","34","333","189",
"1500000US490050005022","Block Group 2, Census Tract 5.02, Cache County, Utah","676","139","373","102","200","70","173","84","23","25","12","19","11","17","86","50","35","30","47","39","4","8","0","12","194","95","92","77","0","12","102","80","0","12",
"1500000US490050006011","Block Group 1, Census Tract 6.01, Cache County, Utah","78","61","0","12","0","12","0","12","0","12","0","12","0","12","44","51","0","12","0","12","0","12","44","51","34","26","0","12","0","12","0","12","34","26",
"1500000US490050006012","Block Group 2, Census Tract 6.01, Cache County, Utah","178","90","25","30","0","12","25","30","51","79","0","12","51","79","40","38","0","12","7","13","0","12","33","37","62","56","21","24","0","12","0","12","41","50",
"1500000US490050006013","Block Group 3, Census Tract 6.01, Cache County, Utah","347","118","116","97","0","12","116","97","0","12","0","12","0","12","110","71","14","22","0","12","82","66","14","23","121","86","51","50","0","12","0","12","70","68",
"1500000US490050006014","Block Group 4, Census Tract 6.01, Cache County, Utah","367","121","137","68","48","44","89","53","0","12","0","12","0","12","109","97","31","38","0","12","0","12","78","91","121","74","66","76","0","12","0","12","55","62",
"1500000US490050006021","Block Group 1, Census Tract 6.02, Cache County, Utah","166","87","57","49","17","28","40","38","0","12","0","12","0","12","71","51","33","53","0","12","0","12","38","34","38","70","0","12","0","12","0","12","38","70",
"1500000US490050006022","Block Group 2, Census Tract 6.02, Cache County, Utah","586","112","266","82","130","63","136","65","17","28","0","12","17","28","178","92","115","74","50","60","13","20","0","12","125","77","113","72","0","12","0","12","12","19",
"1500000US490050006023","Block Group 3, Census Tract 6.02, Cache County, Utah","377","108","141","110","107","107","34","27","0","12","0","12","0","12","100","84","62","64","38","58","0","12","0","12","136","99","0","12","0","12","24","41","112","90",
"1500000US490050007011","Block Group 1, Census Tract 7.01, Cache County, Utah","601","80","472","80","186","64","286","72","18","24","18","24","0","12","89","54","69","52","0","12","20","21","0","12","22","21","14","16","0","12","0","12","8","13",
"1500000US490050007012","Block Group 2, Census Tract 7.01, Cache County, Utah","465","69","275","67","102","50","173","57","5","9","0","12","5","9","74","37","56","29","18","21","0","12","0","12","111","50","32","26","16","17","45","41","18","18",
"1500000US490050007013","Block Group 3, Census Tract 7.01, Cache County, Utah","365","216","321","230","52","47","269","228","0","12","0","12","0","12","19","18","7","11","0","12","7","11","5","9","25","31","19","29","6","9","0","12","0","12",
"1500000US490050007021","Block Group 1, Census Tract 7.02, Cache County, Utah","147","54","49","29","14","11","35","27","0","12","0","12","0","12","58","38","6","9","0","12","0","12","52","37","40","33","0","12","0","12","0","12","40","33",
"1500000US490050007022","Block Group 2, Census Tract 7.02, Cache County, Utah","408","86","397","87","147","62","250","62","0","12","0","12","0","12","4","6","0","12","4","6","0","12","0","12","7","8","3","6","4","5","0","12","0","12",
"1500000US490050008001","Block Group 1, Census Tract 8, Cache County, Utah","541","134","252","132","0","12","252","132","16","26","0","12","16","26","92","65","33","37","0","12","0","12","59","53","181","108","47","75","0","12","0","12","134","87",
"1500000US490050008002","Block Group 2, Census Tract 8, Cache County, Utah","427","138","135","92","19","41","116","86","58","52","0","12","58","52","131","113","33","40","0","12","39","60","59","89","103","70","42","45","0","12","14","22","47","52",
"1500000US490050008003","Block Group 3, Census Tract 8, Cache County, Utah","453","144","248","133","41","54","207","143","15","23","0","12","15","23","142","75","115","66","0","12","0","12","27","33","48","48","48","48","0","12","0","12","0","12",
"1500000US490050008004","Block Group 4, Census Tract 8, Cache County, Utah","530","136","185","111","100","77","85","78","0","12","0","12","0","12","50","34","29","34","0","12","21","24","0","12","295","125","154","106","24","39","60","62","57","72",
"1500000US490050009001","Block Group 1, Census Tract 9, Cache County, Utah","737","133","321","104","90","57","231","93","63","65","0","12","63","65","247","107","82","58","61","74","84","66","20","24","106","49","36","28","0","12","11","17","59","42",
"1500000US490050009002","Block Group 2, Census Tract 9, Cache County, Utah","253","72","124","57","63","46","61","37","55","49","41","45","14","21","35","31","14","17","12","19","0","12","9","14","39","26","20","22","8","12","0","12","11","16",
"1500000US490050009003","Block Group 3, Census Tract 9, Cache County, Utah","357","93","168","80","90","53","78","52","19","30","0","12","19","30","99","79","17","20","36","50","0","12","46","52","71","49","61","47","0","12","10","17","0","12",
"1500000US490050010011","Block Group 1, Census Tract 10.01, Cache County, Utah","564","122","318","54","159","47","159","40","11","11","6","8","5","7","84","46","13","14","41","31","24","31","6","9","151","116","39","30","13","16","7","9","92","115",
"1500000US490050010012","Block Group 2, Census Tract 10.01, Cache County, Utah","439","82","298","74","139","50","159","74","23","25","0","12","23","25","15","15","15","15","0","12","0","12","0","12","103","54","80","50","8","12","8","14","7","11",
"1500000US490050010021","Block Group 1, Census Tract 10.02, Cache County, Utah","225","67","101","57","17","22","84","50","9","14","0","12","9","14","53","42","40","38","13","21","0","12","0","12","62","41","48","38","14","21","0","12","0","12",
"1500000US490050010022","Block Group 2, Census Tract 10.02, Cache County, Utah","384","101","138","62","108","57","30","29","21","30","21","30","0","12","186","105","50","54","112","93","14","16","10","16","39","40","15","23","0","12","4","7","20","32",
"1500000US490050010023","Block Group 3, Census Tract 10.02, Cache County, Utah","839","173","300","98","142","63","158","73","57","50","19","21","38","44","389","157","142","71","133","87","91","96","23","38","93","53","70","47","7","11","0","12","16","25",
"1500000US490050010024","Block Group 4, Census Tract 10.02, Cache County, Utah","389","95","200","75","119","63","81","57","16","19","0","12","16","19","73","55","24","26","11","18","18","27","20","30","100","66","39","44","33","44","0","12","28","45",
"1500000US490050011011","Block Group 1, Census Tract 11.01, Cache County, Utah","899","123","506","93","268","68","238","89","32","39","8","12","24","37","262","89","160","61","19","20","42","37","41","49","99","74","26","23","6","9","67","71","0","12",
"1500000US490050011012","Block Group 2, Census Tract 11.01, Cache County, Utah","522","128","469","130","207","130","262","98","0","12","0","12","0","12","18","22","7","12","0","12","11","18","0","12","35","30","35","30","0","12","0","12","0","12",
"1500000US490050011013","Block Group 3, Census Tract 11.01, Cache County, Utah","705","136","467","131","173","85","294","106","7","12","0","12","7","12","174","76","52","41","85","66","24","20","13","19","57","53","47","53","0","12","0","12","10","14",
"1500000US490050011021","Block Group 1, Census Tract 11.02, Cache County, Utah","477","80","360","91","183","84","177","49","18","21","0","12","18","21","70","34","46","29","11","13","10","15","3","4","29","25","20","22","0","12","9","13","0","12",
"1500000US490050011022","Block Group 2, Census Tract 11.02, Cache County, Utah","695","117","427","79","193","38","234","71","57","29","10","13","47","29","94","42","65","34","24","20","5","6","0","12","117","71","48","38","0","12","61","63","8","13",
"1500000US490050011023","Block Group 3, Census Tract 11.02, Cache County, Utah","438","66","342","62","152","55","190","49","15","22","0","12","15","22","57","45","20","23","3","5","34","38","0","12","24","25","24","25","0","12","0","12","0","12",
"1500000US490050012011","Block Group 1, Census Tract 12.01, Cache County, Utah","634","109","509","109","249","67","260","99","4","6","0","12","4","6","108","61","40","27","54","45","14","17","0","12","13","17","0","12","10","16","0","12","3","4",
"1500000US490050012012","Block Group 2, Census Tract 12.01, Cache County, Utah","578","88","417","69","207","53","210","70","16","16","16","16","0","12","81","39","21","15","40","39","20","22","0","12","64","47","36","26","0","12","0","12","28","45",
"1500000US490050012013","Block Group 3, Census Tract 12.01, Cache County, Utah","468","135","361","124","94","47","267","117","23","35","0","12","23","35","70","43","45","36","3","4","12","14","10","17","14","17","14","17","0","12","0","12","0","12",
"1500000US490050012021","Block Group 1, Census Tract 12.02, Cache County, Utah","536","86","407","89","250","76","157","57","10","15","10","15","0","12","92","52","26","24","44","39","22","26","0","12","27","18","24","17","3","6","0","12","0","12",
"1500000US490050012022","Block Group 2, Census Tract 12.02, Cache County, Utah","405","91","311","84","205","78","106","48","22","36","22","36","0","12","45","33","41","33","0","12","4","7","0","12","27","39","27","39","0","12","0","12","0","12",
"1500000US490050012023","Block Group 3, Census Tract 12.02, Cache County, Utah","814","104","632","114","456","104","176","69","24","28","0","12","24","28","143","82","44","31","21","27","78","82","0","12","15","17","7","10","8","13","0","12","0","12",
